,N_peaks,Media_proem,Area,Width_peaks,Width_peaks_max,Width_peaks_min,Median,Mode,Mean,Sd
700,2,28.03472,3143.28704,58.32421,307.63889,1.03011,104.22222,53.40972,208.59232,209.44948
701,3,15.59568,14421.66435,32.47770,201.85764,0.54324,73.18750,13.86111,1030.34681,2583.04286
702,3,132.52623,6950.57176,142.28504,935.83333,0.50000,205.95139,37.56944,438.02124,410.78970
703,2,46.18750,2338.25926,56.40024,324.55903,0.88479,85.46528,20.83333,166.77982,150.82415
704,0,0.00000,2902.80324,0.00000,0.00000,0.00000,51.31250,25.54861,228.24918,332.05657
705,1,56.75231,20845.49769,204.92686,793.03125,1.45724,244.99306,29.48611,1615.92565,2373.47581
706,2,600.50694,16005.63657,399.52572,3091.66667,2.21444,97.03472,7.88194,909.42443,1579.95660
707,2,31.92477,12066.75463,60.63450,346.94792,0.76340,114.59722,33.50694,896.78758,2126.55713
708,1,41.87500,18212.80556,206.35803,822.75694,0.50000,472.09028,17.40278,1344.53268,2262.45717
709,2,117.52083,3806.33565,67.70236,383.68750,1.68283,131.82639,29.72222,226.63889,218.96898
710,2,41.97454,3960.92361,29.63177,128.50000,1.90552,111.72917,35.73611,272.73979,327.79644
711,3,71.77392,8728.95833,289.42281,2876.83333,0.52327,222.40278,69.97917,581.95507,859.24889
712,2,82.93287,6088.62731,97.07193,597.69444,1.97447,158.89583,18.32639,410.28350,525.11364
713,2,4.03125,1601.74537,10.91019,43.89583,0.54179,37.83333,12.81944,118.62132,180.94953
714,3,8.23457,4598.18519,182.19561,1956.78472,0.50000,58.95833,11.19444,330.29126,632.73131
715,2,2.82755,2325.76157,10.95964,51.46875,0.56567,50.63889,10.03472,185.27614,346.45698
716,2,10.04282,1243.38426,42.12142,274.18056,0.50000,38.38194,8.18056,88.03431,95.03825
717,3,12.63426,466.21296,10.56299,44.97917,0.56579,19.10417,6.06944,29.09273,21.04542
718,2,21.59028,4145.96991,36.09591,169.09028,2.18870,70.90972,24.84028,563.94812,1900.11526
719,0,0.00000,5489.27083,0.00000,0.00000,0.00000,79.25694,19.20139,405.43096,487.97502
